Authors,Author(s) ID,Title,Year,Source title,Cited by,Link,Abstract,Author Keywords,Document Type,Source
"Guo H., Chitiprolu M., Roncevic L., Javalet C., Hemming F.J., Trung M.T., Meng L., Latreille E., Tanese de Souza C., McCulloch D., Baldwin R.M., Auer R., Côté J., Russell R.C., Sadoul R., Gibbings D.","7404403824;56444401900;57199326374;54924465800;7005818950;57199325438;56525962300;57199329388;56365960200;57199327662;13604667900;36889239100;7101909018;56842092600;6603823241;16645662600;","Atg5 Disassociates the V1V0-ATPase to Promote Exosome Production and Tumor Metastasis Independent of Canonical Macroautophagy",2017,"Developmental Cell",13,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037836667&doi=10.1016%2fj.devcel.2017.11.018&partnerID=40&md5=50198c1154a2bf8e5f25e56702f399f1","Autophagy and autophagy-related genes (Atg) have been attributed prominent roles in tumorigenesis, tumor growth, and metastasis. Extracellular vesicles called exosomes are also implicated in cancer metastasis. Here, we demonstrate that exosome production is strongly reduced in cells lacking Atg5 and Atg16L1, but this is independent of Atg7 and canonical autophagy. Atg5 specifically decreases acidification of late endosomes where exosomes are produced, disrupting the acidifying V1V0-ATPase by removing a regulatory component, ATP6V1E1, into exosomes. The effect of Atg5 on exosome production promotes the migration and in vivo metastasis of orthotopic breast cancer cells. These findings uncover mechanisms controlling exosome release and identify means by which autophagy-related genes can contribute to metastasis in autophagy-independent pathways. Guo et al. demonstrate that, independent of canonical autophagy, Atg5 and Atg16L1 de-acidify multivesicular bodies via V1V0-ATPase control to induce exosome release and promote cancer cell metastasis. This reveals mechanisms governing exosome release and suggests that some effects of Atg5 and Atg16L1 in disease are mediated by exosomes rather than autophagy. © 2017 Elsevier Inc.","acidification; autophagy; cancer; endosome; exosomes; extracellular vesicles; LC3; multivesicular body; tumor; V1V0-ATPase",Article,Scopus
"Xie W., Peng C., Wang H., Chen W.","57200014234;35559253900;57193551427;57140985800;","Health risk assessment of trace metals in various environmental media, crops and human hair from a mining affected area",2017,"International Journal of Environmental Research and Public Health",4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038845214&doi=10.3390%2fijerph14121595&partnerID=40&md5=a1a99acf2474f402c1ecb5026cb2e05d","Long term exposure to trace metals in various media is of great concern for people living in known pollution sources, such as mining and industrial activities. Health risk assessment and human hair analysis can provide important information for local environmental management. Information on distribution characteristics of trace metals in soil, water, sediment, air, local crops, and human hair from a typical mining area in southern China was collected. Results show there exists severely trace metal contamination in soil, sediment, and air. Arsenic and Pb contents in the local children’s hair are higher than the upper reference values, and the accumulation of residents’ hair trace metals shows great correlation with the ingestion and inhalation pathways. Arsenic contributes 52.27% and 58.51% to the total non-cancer risk of adults and children, respectively. The cancer risk of Cd in adults and children are 4.66 and 3.22 times higher than the safe level, respectively. Ingestion exposure pathway of trace metals largely contributes to the total non-cancer and cancer effect. The metals As, Cd, and Pb are major risk sources and pollutants that should be given priority for management, and ingestion pathway exposure to trace metals through soil and crops should be controlled. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Exposure assessment; Hair; Multi-media; Risk assessment; Trace metals",Article,Scopus
"Hur W., Yoon S.K.","6604086831;7404036291;","Molecular pathogenesis of radiation-induced cell toxicity in stem cells",2017,"International Journal of Molecular Sciences",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038441143&doi=10.3390%2fijms18122749&partnerID=40&md5=0671739ecdb4178f4521726a73ef78f7","Radiation therapy is an effective cancer therapy, but damage to normal tissues surrounding the tumor due to radiotherapy causes severe complications. The importance of the therapeutic area between tumor suppression and normal tissue injury has long been highlighted in radiation therapy. Recent advances in stem cell biology have shown that stem cell (SC) responses to genotoxic stresses of ionizing radiation can improve the therapeutic effect of radiation by repairing damaged cells. In contrast, cancer stem cells (CSCs), a small subpopulation of cells within tumors, are generally resistant to chemotherapy and radiotherapy and cause tumor recurrence. Although the underlying mechanisms are not clearly understood in detail, efforts are still underway to identify SC treatment or CSC resistant pathogenesis of DNA damage agents such as radiation therapy. In response to radiation, CSCs differ from normal SCs in their biological properties due to severe deregulation of the self-renewal ability in CSCs. Differences of cleavage mode, cell cycle characteristics, replication potential, and activation/inactivation of DNA damage treatment and cancer-specific molecular pathways between normal SCs and CSCs confer a malignant phenotype upon CSCs. However, further studies are needed to identify normal SC and CSC-specific targets. In this review, we summarize the current advances in research regarding how normal SCs and CSCs respond to ionizing radiation, with a special emphasis on cell toxicity, radiosensitivity, signaling networks, DNA damage response (DDR) and DNA repair. In addition, we discuss strategies to develop new diagnostic and therapeutic techniques for predicting responses to cancer treatment and overcoming radiation-related toxicity. © 2017 by the authors. Licensee MDPI, Basel, Switzerland.","Cancer stem cell; Radiation therapy; Radiation-induced toxicity; Resistant; Stem cell",Review,Scopus
"Tirelli G., Del Piero G.C., Valentinuz G., Monte A., Gatto A., Rebelli A., Quatela E.","6701620498;55937081800;57200694986;57200695171;36999100900;57200694260;56578512100;","New generation cut-and-seal devices in oral and oropharyngeal cancer resection: clinical and cost-effectiveness study",2017,"Journal of Laryngology and Otology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042213761&doi=10.1017%2fS0022215117002377&partnerID=40&md5=3c80989c12175127db847d28a43c3b0f","Objectives:: To evaluate the clinical efficacy and cost-effectiveness of ultrasonic shears and the electrothermal bipolar vessel sealing system, in comparison to the traditional cold knife and bipolar forceps, in oral and oropharyngeal cancer surgery. Methods:: Patients who underwent oral or oropharyngeal cancer resection and neck dissection with either ultrasonic shears (n = 36) or electrothermal bipolar vessel sealing (n = 32) were enrolled. Surgical time, intra-operative bleeding, blood drainage, post-operative pain, neck oedema, complications and hospitalisation duration were compared to those of an historical cohort of 36 patients treated using a cold knife and bipolar forceps. Additionally, a cost-effectiveness evaluation was performed. Results:: Ultrasonic shears and, in particular, electrothermal bipolar vessel sealing, were advantageous compared to the traditional techniques. The cost of ultrasonic shears and electrothermal bipolar vessel sealing was completely offset by declining time-driven costs for the surgical team and operating theatre. Conclusion:: Ultrasonic shears and, in particular, electrothermal bipolar vessel sealing, are more advantageous compared to the traditional techniques, from both a clinical and economic point of view. Copyright © JLO (1984) Limited 2017","Cost-Benefit Analysis; Head And Neck Neoplasms; Operative Time; Surgical Instruments; Ultrasonics",Article in Press,Scopus
"Wang X., Xie J.-B., Wu G., Li X.-L., Han S.-Y.","57202370704;57199837913;57199844041;57199854491;26643058200;","Single nucleotide polymorphisms of ENOSF1 are predictors of therapeutic safety of capecitabine in colorectal cancer",2017,"World Chinese Journal of Digestology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038429636&doi=10.11569%2fwcjd.v25.i35.3133&partnerID=40&md5=8c4ae4e4b433d8aed9218318354bff10","AIM To evaluate the relationship between single nucleotide polymorphisms of enolase superfamily member 1 (ENOSF1) and capecitabine related toxic reactions. METHODS Peripheral venous blood was collected from 62 patients with colorectal cancer who were treated with capecitabine alone or combined with chemotherapy. Genomic DNA was extracted from the peripheral venous blood to genotype ENOSF1 single nucleotide polymorphisms rs2612091, IVS10-61C&gt;T, IVS10- 60G&gt;A, and rs1059394 by sequencing. The toxic reactions of capecitabine were recorded, and their relationship with different genotypes was compared. RESULTS According to the level of toxic reactions, the patients were divided into two groups: patients with grade 0-1 toxicities and those with grade 2-4 toxicities. ENOSF1 genotypes were divided into a dominant model and a recessive model. In the dominant model, the risk of grade 2-4 hand-foot syndrome in patients with IVS10- 60G&gt;A GG genotype was significantly higher than that in patients with AG/AA genotype (χ2 = 5.421, P = 0.020, OR = 4.364, 95%CI: 1.217-15.641). In the recessive model, the risk of grade 2-4 diarrhea in patients with IVS10-61C&gt;T TT genotype was significantly higher than that in patients with CC/CT genotype (Fisher’s exact test: P = 0.817, OR = 0.108, 95%CI: 0.015-0.788). CONCLUSION The IVS10-61C&gt;T and IVS10-60G&gt;A loci of ENOSF1 gene are expected to be used as genetic markers to predict the therapeutic safety of capecitabine treatment. © The Author(s) 2017. Published by Baishideng Publishing Group Inc. All rights reserved.","Capecitabine; Colorectal cancer; ENOSF1 gene; Gene polymorphism",Article,Scopus
"Librizzi M., Caradonna F., Cruciata I., Debski J., Sansook S., Dadlez M., Spencer J., Luparello C.","55255381600;7004931291;57199751553;6701713973;56943405300;6603847057;57035681300;57205637075;","Molecular Signatures Associated with Treatment of Triple-Negative MDA-MB231 Breast Cancer Cells with Histone Deacetylase Inhibitors JAHA and SAHA",2017,"Chemical Research in Toxicology",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038571864&doi=10.1021%2facs.chemrestox.7b00269&partnerID=40&md5=9a4dc5228a31c5a11f8c40f7ff609e94","Jay Amin hydroxamic acid (JAHA; N8-ferrocenylN1-hydroxy-octanediamide) is a ferrocene-containing analogue of the histone deacetylase inhibitor (HDACi) suberoylanilide hydroxamic acid (SAHA). JAHA's cytotoxic activity on MDA-MB231 triple negative breast cancer (TNBC) cells at 72 h has been previously demonstrated with an IC50 of 8.45 μM. JAHA's lethal effect was found linked to perturbations of cell cycle, mitochondrial activity, signal transduction, and autophagy mechanisms. To glean novel insights on how MDA-MB231 breast cancer cells respond to the cytotoxic effect induced by JAHA, and to compare the biological effect with the related compound SAHA, we have employed a combination of differential display-PCR, proteome analysis, and COMET assay techniques and shown some differences in the molecular signature profiles induced by exposure to either HDACis. In particular, in contrast to the more numerous and diversified changes induced by SAHA, JAHA has shown a more selective impact on expression of molecular signatures involved in antioxidant activity and DNA repair. Besides expanding the biological knowledge of the effect exerted by the modifications in compound structures on cell phenotype, the molecular elements put in evidence in our study may provide promising targets for therapeutic interventions on TNBCs. © 2017 American Chemical Society.",,Article,Scopus
"Tewary S., Chakraborty C., Mahanta L.B., Arun I., Ahmed R., Chatterjee S.","55906826100;35509178500;36676387700;36645541100;56597485700;36125880700;","AutoIHC-Analyzer: Computer assisted microscopy for automated evaluation of ER, PR and Ki-67 molecular markers",2017,"2017 2nd International Conference for Convergence in Technology, I2CT 2017",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046541830&doi=10.1109%2fI2CT.2017.8226288&partnerID=40&md5=40ac674ee85ba86ff598cf50952d13ed","Immunohistochemical (IHC) markers viz., estrogen receptor (ER), progesterone receptor (PR) and proliferation marker Ki-67 are widely used for prognostic evaluation of breast cancer. The goal is to quantify the stained cells which are used to comment on the severity of cancer. In general, the expert pathologist performs the visual assessment task which is obviously tedious, time consuming and prone to inter-observer variability. In order to provide improved prognostic decision, there is an urgent need of developing not only reliable but also a rapid IHC quantifier. In view of this, our study aims at developing an automated IHC profiler for quantitative assessment of ER, PR and Ki-67 molecular expression from stained tissue images. We propose here to use CMYK color space assisted IHC image analytics, whereas most of the available literature suggests color deconvolution method for stain separation followed by quantification of positive and negatively stained cells. The proposed AutoIHC-Analyzer is compared with ImmunoRatio software available in public domain. From the results, it can be observed that our method provides better results for the original IHC images and comparable results for preprocessed IHC images. © 2017 IEEE.","Cancer; Color; Image analysis; Immunohistochemistry; Stain separation",Conference Paper,Scopus
"Xu J., Peng X., Chen Y., Zhang Y., Ma Q., Liang L., Carter A.C., Lu X., Wu C.-I.","57060948900;57200325377;56032553400;57196212774;57007617600;57200321756;35749584000;55619293285;8053335200;","Free-living human cells reconfigure their chromosomes in the evolution back to uni-cellularity",2017,"eLife",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85040829450&doi=10.7554%2feLife.28070.001&partnerID=40&md5=bbc326176dae9040248cd124d9e05bec","Cells of multi-cellular organisms evolve toward uni-cellularity in the form of cancer and, if humans intervene, continue to evolve in cell culture. During this process, gene dosage relationships may evolve in novel ways to cope with the new environment and may regress back to the ancestral uni-cellular state. In this context, the evolution of sex chromosomes vis-a-vis autosomes is of particular interest. Here, we report the chromosomal evolution in ~ 600 cancer cell lines. Many of them jettisoned either Y or the inactive X; thus, free-living male and female cells converge by becoming ‘de-sexualized’. Surprisingly, the active X often doubled, accompanied by the addition of one haploid complement of autosomes, leading to an X:A ratio of 2:3 from the extant ratio of 1:2. Theoretical modeling of the frequency distribution of X:A karyotypes suggests that the 2:3 ratio confers a higher fitness and may reflect aspects of sex chromosome evolution. © Xu et al.",,Article,Scopus
"Zhong Z.-F., Yu H.-B., Wang C.-M., Qiang W.-A., Wang S.-P., Zhang J.-M., Yu H., Cui L., Wu T., Li D.-Q., Wang Y.-T.","37110416400;56789230100;57194132382;55204612000;41562132300;55622826800;56410145200;55651860900;7404816204;41461408800;8327361900;","Corrigendum: Furanodiene induces extrinsic and intrinsic apoptosis in doxorubicin-resistant MCF-7 breast cancer cells via NF-κB-independent mechanism [Front. Pharmacol., 8, 648, (2017)] DOI:10.3389/fphar.2017.00648",2017,"Frontiers in Pharmacology",3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038417707&doi=10.3389%2ffphar.2017.00934&partnerID=40&md5=7365b0d4289fe9a3ea9e7a151cef44e1","In the published article, there was an error in affiliation 1. Instead of ""1Guangdong Key Laboratory for Research and Development of Natural Drugs, Guangdong Medical University, Zhanjiang, China"", it should be ""1Guangdong Key Laboratory for Research and Development of Natural Drugs, School of Public Health, Guangdong Medical University, Zhanjiang, China."" The authors apologize for this error and state that this does not change the scientific conclusions of the article in any way. © 2017 Zhong, Yu, Wang, Qiang, Wang, Zhang, Yu, Cui, Wu, Li and Wang.","Breast cancer; Cell apoptosis; Furanodiene; Intrinsic/extrinsic apoptosis; Multidrug resistance; NF-κB",Erratum,Scopus
"Rose A.M., Luthert P.J., Jayasena C.N., Verity D.H., Rose G.E.","35084178400;7004946531;8207226900;55897126100;55531206700;","Primary orbital melanoma: Presentation, treatment, and long-term outcomes for 13 patients",2017,"Frontiers in Oncology",2,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039974302&doi=10.3389%2ffonc.2017.00316&partnerID=40&md5=32d6aba2d022bb65bcea37d57e119981","Background: Periocular melanoma is a rare but often deadly malignancy that arises in the uvea (commonest origin), conjunctiva or orbit (rarest primary site). Melanoma accounts for 5-10% of metastatic/secondary orbital malignancies, but only a tiny proportion of primary orbital neoplasia. Primary orbital melanoma (POM) is exceedingly rare, with approximately 50 cases reported to date. Methods: All patients seen in the orbital unit at a tertiary referral hospital (1991-2016) with a biopsy-proven diagnosis of POM were identified from a diagnostic database and were studied. The case notes, imaging, surgical approach, and histology were reviewed. Results: Thirteen patients (five male; 38%) presented with isolated malignant melanoma of the orbit, for which no other primary site was identified at presentation or during an average follow-up of 44 months (median 22; range 0-13 years). The patients presented between the ages of 40 and 84 years (mean 55.5; median 48 years) and typically gave a short history of rapidly increasing proptosis and eyelid swelling. On the basis of history, a malignant lesion was suspected in most patients and all underwent incisional biopsy, with debulking of the mass in 10 (77%) patients, and skin-sparing exenteration in 3/13 (23%). Ten patients underwent orbital radiotherapy and the survival to date ranged from 9 months to 14 years (mean 55 months; median 23 months); two patients received solely palliative care for widespread disease and one patient refused orbital radiotherapy. Five of the 13 (38%) patients died from the disease. Discussion: POM is a very rare malignancy, but clinical analysis of this cohort gives insight into disease presentation and prognosis. The tumor typically presents with a rapidly progressive, well-defined mass that is, in some cases, amenable to macroscopically intact excision. Unusual for malignant melanoma, some of these patients can show an unusually long period of quiescent disease after surgical debulking and radiotherapy. © 2017 Rose, Luthert, Jayasena, Verity and Rose.","Melanoma; Ocular melanoma; Orbital malignancy; Orbital surgery; Primary orbital melanoma",Article,Scopus
"Zhao H., Pullagura S.R.N., Rieger S., Lisse T.S.","37113467500;57200860533;6602084837;8626877700;","Vitamin D and MicroRNAs",2017,"Vitamin D: Fourth Edition",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042524652&doi=10.1016%2fB978-0-12-809965-0.00015-X&partnerID=40&md5=6889691d5c848963d809b5a2d103ba8f","Vitamin D has a wide range of biological functions from helping the body control calcium and phosphate levels, to the formation and maintenance of bone and hair, immunomodulation, and proper barrier response. In turn, defects in vitamin D receptor signaling or vitamin D status can lead to numerous clinical disorders such as osteomalacia, alopecia, increased cancer prevalence, and compromised immune and wound repair responses. In recent years it has become evident that microRNAs (miRNAs) are important mediators of vitamin D signaling. miRNAs are small noncoding RNAs that orchestrate dynamic posttranscriptional regulatory networks. Not only do miRNAs impact vitamin D signaling but vitamin D also regulates miRNA networks during homeostasis and disease across species. Although improved methods have identified a diverse set of miRNAs that provide a better understanding of genome regulation, the ultimate goal is to go beyond profiling toward miRNA-based transformative clinical applications for vitamin D-regulated disorders and conditions. In this chapter we acknowledge and discuss the dynamic and emerging interactions between miRNAs and the vitamin D signaling system. © 2018 Elsevier Inc. All rights reserved.","Bone; Cancer; MicroRNA; MiRNA; Nuclear receptor; VDR; Vitamin D; Vitamin D receptor",Book Chapter,Scopus
"Anandhapadmanabhan S., Krishnaprasad P.M., Babu A., Prasad G.","57201947592;57201948869;57201945709;57201960109;","Reverse current technique for cancer treatment",2017,"2017 2nd International Conference for Convergence in Technology, I2CT 2017",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046533109&doi=10.1109%2fI2CT.2017.8226199&partnerID=40&md5=a2a61d42c38345f55b01ccbfb44e0568","Cancer, is a group of diseases characterized by the cells having the potential to invade surrounding cells and to trigger exponential growth in them. A group of these cells, with similar cancerous behavior forms a tumor. Thus the removal of these cancerous cells from the body turn out to be a hectic process as the ambience in which they grow remain unaltered. Thus, here we bring in the concept of decade old 'Reverse Current Technology', wherein the direction of a current could be reversed without altering its magnitude. Identifying the magnitude and direction of the current passing through the cancerous cells, and applying this concept would help in suppressing this favorable condition for the tumor. This concept is backed by the fact that, the electric field produced by a current in one particular direction will be opposite to the electric field produced by the same current in the reverse direction. By this method, tumor is restricted to a defined area and thus the removal process is simplified to the core. © 2017 IEEE.","Bjt; Current-mirror; Ecct; Sensor; Thermistor",Conference Paper,Scopus
"Shahwar D., Bhat T.M., Ansari M.Y.K., Chaudhary S., Aslam R.","6506497621;14066926900;7202391929;35203063300;55382554700;","Health functional compounds of lentil (Lens culinaris Medik): A review",2017,"International Journal of Food Properties",5,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041184010&doi=10.1080%2f10942912.2017.1287192&partnerID=40&md5=fba0641432ca67862f13e958b3e683dd","Lentil is a legume crop, and it has been used as food throughout the world. Population of the whole world is completely dependent upon pulses for their enormous beneficial properties. The current work is a comprehensive review of lentil composition, nutritional value and health benefits. Lentil forms the important constituent of dietary source of protein such as lectins, defensins and protease inhibitors, and also the complex carbohydrate fractions particularly the resistant starches, oligosaccharides, bioactive peptide, dietary fibres, minerals, antioxidants, vitamins, and non-nutritive bioactive phytochemicals. This review article also focuses on the importance of lentil in combating various human diseases. Various potential health benefits of lentil have been described such as anticarcinogenic, blood pressure lowering, hypocholesterolemic, and glycemic load lowering effects. Lentils contain high content of fibre and other phytochemicals that could improve glycemic response in diabetic patients, lipid and lipoprotein metabolism, and weight management. Lentils may have favourable effect to prophylaxis of diabetes, cancer, and cardiovascular diseases (CVDs) prevalence. Consumption of increased lentil is considered as an important key in the prevention and treatment of chronic diseases, diabetes, cancer, and cardiovascular diseases. © 2017 Taylor & Francis Group, LLC.","Anticarcinogenic; Antioxidant activity; Bioactive phytochemicals; Lentils (Lens culinaris); Protease inhibitor",Review,Scopus
"Bipin Nair B.J., Viswan A., Pranav V.","56595285000;57201943625;57200797103;","3D structural prediction with docking for five stages of lymphoma",2017,"2017 2nd International Conference for Convergence in Technology, I2CT 2017",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046535758&doi=10.1109%2fI2CT.2017.8226254&partnerID=40&md5=e49587db59805cae0b7c67264ef7ccc1","Lymphoma is a type of cancer that originates in resistant framework during infection in battling cells called lymphocytes. Lymphoma is mainly classified into two i.e. Hodgkin's Lymphoma and Non-Hodgkin's Lymphoma. In Non-Hodgkin's Lymphoma there are four stages. In the first stage, cancer will spread to one extra-lymphatic organ or site and in remaining stages it will spread to another part of the human body. In this work, we develop a computational tool for predicting the appropriate drug at accurate dosage for each stage of Lymphoma. We are going to apply ten to twenty Non-Hodgkin's Lymphoma drugs which are taken from drug bank. Using alignment method we are predicting the stages of lymphoma, once the sequence is aligned high matches and less number of mismatches, gap, deletion and insertion can be considered as stage 1. According to the result obtained, we consider the people affected by four stages of Lymphoma and then predict the protein structural changes in each person. Simultaneously, multiple drug interact and the result is analyzed. If the obtained result has high binding affinity in docking, then the drug is adaptable for that stage. Our optimized algorithm can perform multiple drug interaction and docking prediction in 3-D structure affinity in each person. © 2017 IEEE.","Binding affinity; Docking algorithm; Lymphoma",Conference Paper,Scopus
"Song L., McNeil E.M., Ritchie A.-M., Astell K.R., Gourley C., Melton D.W.","36633272800;54080151300;36790445000;37561111900;57203258651;7101943044;","Melanoma cells replicate through chemotherapy by reducing levels of key homologous recombination protein RAD51 and increasing expression of translesion synthesis DNA polymerase ζ",2017,"BMC Cancer",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038382525&doi=10.1186%2fs12885-017-3864-6&partnerID=40&md5=c925e7940336a0c4f0003f3725dae356","Background: The global incidence of melanoma has been increasing faster than any other form of cancer. New therapies offer exciting prospects for improved survival, but the development of resistance is a major problem and there remains a need for additional effective melanoma therapy. Platinum compounds, such as cisplatin, are the most effective chemotherapeutics for a number of major cancers, but are ineffective on metastatic melanoma. They cause monofunctional adducts and intrastrand crosslinks that are repaired by nucleotide excision repair, as well as the more toxic interstrand crosslinks that are repaired by a combination of nuclease activity and homologous recombination. Methods: We investigated the mechanism of melanoma resistance to cisplatin using a panel of melanoma and control cell lines. Cisplatin-induced changes in levels of the key homologous recombination protein RAD51 and compensatory changes in translesion synthesis DNA polymerases were identified by western blotting and qRT-PCR. Flow cytometry, immunofluorescence and western blotting were used to compare the cell cycle and DNA damage response and the induction of apoptosis in cisplatin-treated melanoma and control cells. Ectopic expression of a tagged form of RAD51 and siRNA knockdown of translesion synthesis DNA polymerase zeta were used to investigate the mechanism that allowed cisplatin-treated melanoma cells to continue to replicate. Results: We have identified and characterised a novel DNA damage response mechanism in melanoma. Instead of increasing levels of RAD51 on encountering cisplatin-induced interstrand crosslinks during replication, melanoma cells shut down RAD51 synthesis and instead boost levels of translesion synthesis DNA polymerase zeta to allow replication to proceed. This response also resulted in synthetic lethality to the PARP inhibitor olaparib. Conclusions: This unusual DNA damage response may be a more appropriate strategy for an aggressive and rapidly growing tumour like melanoma that enables it to better survive chemotherapy, but also results in increased sensitivity of cultured melanoma cells to the PARP inhibitor olaparib. © 2017 The Author(s).","Chemotherapy; Cisplatin; DNA polymerase zeta; DNA repair; Melanoma; PARP inhibitor; RAD51; Synthetic lethality; Translesion synthesis",Article,Scopus
"Mundi M., Mikal K.M., Ahmed O.H., Sarbini S.R.","57200409228;57200421930;7005843323;48761838500;","A review on the effects of prebiotics on cell toxicity and integrity",2017,"International Journal of Food Properties",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041217921&doi=10.1080%2f10942912.2017.1326937&partnerID=40&md5=fcf86f42060dc33f94d47b8cab872b47","Prebiotics are known as the ‘food’ for beneficial gut microbiota that are capable of promoting host health. Their effects depend on the product of gut fermentation or metabolites. This paper discusses the role of prebiotics on cytotoxicity, genotoxicity, and cell integrity. Metabolites produced from the fermentation of prebiotics can be used to understand gut diseases such as colorectal cancer. Fecal water from in vivo or in vitro studies can be used to understand the relationship between prebiotics and gut diseases because of its close contact with colon epithelium. Besides, fecal water has compounds that are capable of modifying colonocytes. © 2017 Taylor & Francis Group, LLC.","Beneficial microbes; Cell integrity; Cytotoxicity; Fecal water; Genotoxicity; Prebiotics; Probiotics",Review,Scopus
"Holick M.F.","56827193200;","Photobiology of Vitamin D",2017,"Vitamin D: Fourth Edition",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042546228&doi=10.1016%2fB978-0-12-809965-0.00004-5&partnerID=40&md5=dd33e7f7ba554b302978a45c5a22df9a","Vitamin D is the sunshine vitamin. During exposure to sunlight 7-dehydrocholesterol in the skin absorbs ultraviolet B radiation converting it to previtamin D3. Previtamin D3 being thermodynamically unstable isomerizes within a few hours to form vitamin D3. A multitude of factors affect its synthesis including skin pigmentation, time of day, season, latitude, altitude, and sunscreen use. The body has a large capacity to produce vitamin D3, and sensible sun exposure can be effective in helping to maintain blood levels of 25-hydroxyvitamin D. Exposure to sunlight also provides other healthful benefits including the production of beta endorphin, which provides the feeling of being well, and nitric oxide, which helps to reduce blood pressure. The goal of this chapter is to provide a broad overview on the role of sunlight in providing vitamin D and other health benefits. © 2018 Elsevier Inc. All rights reserved.","25-Hydroxyvitamin D; Cancer; Melanin; Rickets; Sunlight; Ultraviolet radiation; Vitamin D",Book Chapter,Scopus
"White J.H., Salehi-Tabar R., Dimitrov V., Bouttier M.","55865568524;15074209800;36607825000;26022849000;","Diverse Mechanisms of Transcriptional Regulation by the Vitamin D Receptor",2017,"Vitamin D: Fourth Edition",1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042528703&doi=10.1016%2fB978-0-12-809965-0.00010-0&partnerID=40&md5=bd59788d3217bef1ef87339749c26ac7","Our understanding of transcriptional regulation by the vitamin D receptor (VDR) is dominated by its classical mechanism of action: hormone-dependent binding of the VDR as a heterodimer with related retinoid X receptors to cognate vitamin D response elements, leading to activation of adjacent target gene transcription. However, the VDR can also repress gene expression, and a range of studies have provided evidence that mechanisms of both transactivation and transrepression by the VDR are far more heterogeneous than originally envisaged. These include interactions with several other classes of transcription factors and ancillary factors both on and off DNA. Moreover, study of these diverse interactions has provided a mechanistic basis for regulation by vitamin D signaling of physiological responses unrelated to its classical role in maintaining calcium homeostasis. © 2018 Elsevier Inc. All rights reserved.","Cancer biology; Immune system regulation; Protein-protein interactions; Tethering; Transcriptional regulation; Vitamin D receptor",Book Chapter,Scopus
"Zhou C.-F., Ji J.-X.","57199864477;57199849354;","Clinical value of combined detection of four common tumor markers in benign and malignant hepatobiliary system diseases",2017,"World Chinese Journal of Digestology",,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038434068&doi=10.11569%2fwcjd.v25.i35.3161&partnerID=40&md5=a4dff04310e175f59f233e74c2102405","AIM To assess the clinical value of combined detection of four common tumor markers in benign and malignant hepatobiliary system diseases. METHODS Two hundred and seventy patients with benign and malignant hepatobiliary system diseases (hepatolithiasis, liver abscess, choledocholithiasis, cholecystitis, primary hepatocellular carcinoma, and cholangiocarcinoma) treated at our hospital from February 2015 to February 2017 were included. The levels of a-fetoprotein (AFP), carcino-embryonic antigen (CEA), carbohydrate antigen19-9 (CA19-9), and cancer antigen 125 (CA125) were detected in all patients by enzyme linked immunosorbent assay, and their value in disease diagnosis and curative effect monitoring was assessed. RESULTS There was no significant difference in serum levels of tumor markers between the normal control group and the benign liver disease group (P > 0.05). The levels of tumor markers in the malignant hepatobiliary disease group were significantly higher than those in the benign liver disease group (P < 0.05). In malignant liver diseases, the sensitivity, specificity, and accuracy of AFP were the highest among all single detections; compared with single detection, the sensitivity of combined detection was increased significantly (P < 0.05), but the specificity and accuracy were decreased (P > 0.05). In malignant biliary diseases, the sensitivity, specificity, and accuracy of CA19-9 were the highest among all single detections; compared with single detection, the sensitivity of combined detection was increased significantly (P < 0.05), but the specificity and accuracy were decreased (P > 0.05). Compared with the values before treatment, the levels of AFP, CEA, CA19-9, and CA125 in patients with malignant hepatobiliary diseases significantly decreased after treatment (P < 0.05). CONCLUSION Compared with single detection, the combined detection of tumor markers can significantly improve the value of diagnosis and curative effect monitoring in benign and malignant diseases of the hepatobiliary system. © The Author(s) 2017. Published by Baishideng Publishing Group Inc. All rights reserved.","Benign and malignant hepatobiliary system diseases; Diagnosis; Efficacy monitoring; Tumor markers",Article,Scopus
